name,link,image,description,reference,price_tunisianet,availability_tunisianet
PC Portable Acer Aspire 3 A315 / i5 10é Gén / 8 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/55921-pc-portable-acer-aspire-3-a315-i5-10e-gen-8-go-noir.html,https://www.tunisianet.com.tn/246119-home/pc-portable-acer-aspire-3-a315-i5-10e-gen-8-go-noir.jpg,"Ecran 15.6"" FHD LED - Processeur Intel Core i5- 1035G1 , 10é Gén, up to 3.7 GHz , 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD Graphics - Wifi - Bluetooth - U SB 3.0 - Lecteur de cartes - Autonomie up to 6h - Couleur Noir - Garantie 1 an",NX.HS5EF.01W-8,"1 544,000 DT",En stock
PC Portable Acer Aspire A315 / i5 10é Gén / 8 Go / Rouge,https://www.tunisianet.com.tn/pc-portable-tunisie/57814-pc-portable-acer-aspire-a315-i5-10e-gen-8-go-rouge.html,https://www.tunisianet.com.tn/261111-home/pc-portable-acer-aspire-a315-i5-10e-gen-8-go-rouge.jpg,"Ecran 15.6"" FHD LCD - Processeur Intel Core i5-1035G1, 8é Gén, up to 3.6 GHz , 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD Graphics - Wifi - Bluetooth - U SB 3.0 - 2x USB 2.0 - Couleur Rouge - Garantie 1 an",NX.HS7EF.00P-8,"1 544,000 DT",En stock
Pc portable Asus VivoBook X515JA / i3 10è Gén / 20 Go / 512 Go SSD / Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/59723-pc-portable-asus-vivobook-x515ja-i3-10e-gen-20-go-512-go-ssd-silver.html,https://www.tunisianet.com.tn/274592-home/pc-portable-asus-vivobook-x515ja-i3-10e-gen-20-go-512-go-ssd-silver.jpg,"Ecran 15.6"" Full HD - Processeur Intel Core i3-1005G1, up to 3.4 Ghz, 4 Mo de mémoire cache - Mémoire 20 Go - Disque SSD 512 Go -  Intel HD Graphics - Lecteur de cartes - Wifi - Bluetooth - USB 3.0 Type-C - HDMI - Webcam - Windows 11 - Couleur Silver - Garantie 1 an",X515JA-EJ2134W-20,"1 545,000 DT",En stock
PC Portable MSI Modern A10M / i3 10é Gen / 16 Go / Urban Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/60073-pc-portable-msi-modern-a10m-i3-10e-gen-16-go-urban-silver.html,https://www.tunisianet.com.tn/277215-home/pc-portable-msi-modern-a10m-i3-10e-gen-16-go-urban-silver.jpg,"Écran 15.6"" Full HD IPS - Processeur Intel Core i3-10110U, up to 4.1 Ghz, 4 Mo de cache - Mémoire 16 Go  - Disque 256 Go SSD - Carte graphique Intel UHD Graphics - Wifi - Bluetooth 5.0 - USB 3.2 Type C - USB 3.2 - HDMI - Lecteur de cartes - Jack Audio Combo - Webcam - Couleur Urban Silver - Clavier rétroéclairé Blanc - Garantie 2 ans",MODERN15-651XF-16,"1 548,000 DT",En stock
Pc Portable Huawei MateBook D15 / i3 11è Gén / 8 Go + Antivirus bitdefender + Souris Bluetooth offerts,https://www.tunisianet.com.tn/pc-portable-tunisie/61172-pc-portable-huawei-matebook-d15-i3-11e-gen-8-go-antivirus-bitdefender-souris-bluetooth-offerts.html,https://www.tunisianet.com.tn/283695-home/pc-portable-huawei-matebook-d15-i3-11e-gen-8-go-antivirus-bitdefender-souris-bluetooth-offerts.jpg,"Ecran 15.6"" IPS Full HD - Résolution 1920 x 1080px - Processeur intel Core i3- 1115G4 , up to 4.1 Ghz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 256 Go SSD - Intel UHD Graphics - Lecteur d'empreinte digitale - USB 3.0 Type C - USB 2.0 - HDMI - Wifi - Bluetooth - Windows 11 - Garantie 1 an + Antivirus bitdefender (191117) + Souris Bluetooth offerts (CD23)",BOD-WDI9,"1 549,000 DT",En stock
PC Portable HP 255 G8 / Ryzen 5 3500U / 16 Go / Noir + Sacoche HP Prelude Gris offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/60247-pc-portable-hp-255-g8-ryzen-5-3500u-16-go-noir-sacoche-hp-prelude-gris-offerte.html,https://www.tunisianet.com.tn/278631-home/pc-portable-hp-255-g8-ryzen-5-3500u-16-go-noir-sacoche-hp-prelude-gris-offerte.jpg,"Ecran 15.6"" FHD - Processeur AMD Ryzen 5 3500U, up to 3.7 Ghz, 4 Mo de cache - 16 Go de mémoire - Disque 1 To - Intel UHD Graphics - Wifi - Bluetooth - USB Type C - 2x USB Jusqu'à 5Gbps - HDMI - RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur Noir - Garantie 1 an + Sacoche HP Prelude Gris offerte",32P04EA-16,"1 553,000 DT",En stock
Pc portable MSI Modern 15 / i3 11é Gen / 8 Go / 256 Go SSD / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/60897-pc-portable-msi-modern-15-i3-11e-gen-8-go-256-go-ssd-noir.html,https://www.tunisianet.com.tn/282453-home/pc-portable-msi-modern-15-i3-11e-gen-8-go-256-go-ssd-noir.jpg,"Écran 15.6"" Full HD - Processeur Intel Core i3-1115G4, up to 4.1 Ghz, 6 Mo de cache - Mémoire 8 Go - Disque 256 Go SSD - Carte graphique Intel HD Graphics - Wifi - Bluetooth - USB 3.2 Type C - USB 3.2 - HDMI - Lecteur de cartes - Couleur Noir - Windows 11 - Clavier rétroéclairé - Garantie 1 an",MODERN15-1021FR-2Y,"1 559,000 DT",En stock
PC Portable Dell Vostro 15 3510 / i5 11è Gén / 12 Go / 256 Go SSD / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/61125-pc-portable-dell-vostro-15-3510-i5-11e-gen-4-go-256-go-ssd-noir.html,https://www.tunisianet.com.tn/283481-home/pc-portable-dell-vostro-15-3510-i5-11e-gen-4-go-256-go-ssd-noir.jpg,"Ecran 15.6"" HD LED - Processeur Intel Core i5-1135G7, Up to 4.2 GHz 8 Mo de mémoire cache - Mémoire 12 Go - Disque SSD 256 Go M.2 NVMe - Intel UHD Graphics - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Garantie 1 an",814516-3510-12,"1 564,000 DT",En stock
PC Portable HP 15s-FQ5002NK / I3-1215U / 4 Go / Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/61439-pc-portable-hp-15s-fq5002nk-i3-1215u-4-go-silver.html,https://www.tunisianet.com.tn/285154-home/pc-portable-hp-15s-fq5002nk-i3-1215u-4-go-silver.jpg,"Ecran 15,6"" Full HD - Processeur Intel Core I3-1215U, 12è Génération, up to 4,4 GHz, 10 Mo de cache - 4 Go de mémoire - Disque SSD 256 Go M.2 NVMe - Carte graphique Intel UHD graphics - Wifi - Bluetooth - 1x USB Type C - 2x USB Type-A - HDMI - Lecteur de cartes - Webcam HP avec micro intégré - Windows 11 - Couleur Silver - Garantie 1 an",6D6Y7EA,"1 579,000 DT",En stock
PC Portable Acer Aspire A315 / i5 10é Gén / 12 Go / Rouge,https://www.tunisianet.com.tn/pc-portable-tunisie/56452-pc-portable-acer-aspire-a315-i5-10e-gen-12-go-rouge.html,https://www.tunisianet.com.tn/250507-home/pc-portable-acer-aspire-a315-i5-10e-gen-12-go-rouge.jpg,"Ecran 15.6"" FHD LCD - Processeur Intel Core i5-1035G1, 8é Gén, up to 3.6 GHz , 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics - Wifi - Bluetooth - U SB 3.0 - 2x USB 2.0 - Couleur Rouge - Garantie 1 an",NX.HS7EF.00P-12,"1 598,000 DT",En stock
PC Portable Acer Aspire 3 A315 / i5 10é Gén / 12 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/55922-pc-portable-acer-aspire-3-a315-i5-10e-gen-12-go-noir.html,https://www.tunisianet.com.tn/246123-home/pc-portable-acer-aspire-3-a315-i5-10e-gen-12-go-noir.jpg,"Ecran 15.6"" FHD LED - Processeur Intel Core i5- 1035G1 , 10é Gén, up to 3.7 GHz , 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics - Wifi - Bluetooth - U SB 3.0 - Lecteur de cartes - Autonomie up to 6h - Couleur Noir - Garantie 1 an",NX.HS5EF.01W-12,"1 598,000 DT",En stock
PC Portable Dell Vostro 3400 / i5 11è Gén / 24 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/57504-pc-portable-dell-vostro-3400-i5-11e-gen-24-go-noir.html,https://www.tunisianet.com.tn/276483-home/pc-portable-dell-vostro-3400-i5-11e-gen-24-go-noir.jpg,"Ecran Full HD 14"" - Processeur Intel Core i5- 1135G7 , 11ème génération jusqu'à 4.2 GHz, 8 Mo de mémoire cache - 24 Go de mémoire - Disque 1 To - Intel Iris Xe Graphics - Wifi - Bluetooth - USB 3.0 - USB 2.0 - USB 3.1 TYPE C - HDMI - Ethernet - Couleur Noir - Garantie 1 an",V3400I5-4G-24,"1 615,000 DT",En stock
PC Portable Dell Vostro 3400 / i5 11è Gén / 32 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/57505-pc-portable-dell-vostro-3400-i5-11e-gen-32-go-noir.html,https://www.tunisianet.com.tn/276485-home/pc-portable-dell-vostro-3400-i5-11e-gen-32-go-noir.jpg,"Ecran Full HD 14"" - Processeur Intel Core i5- 1135G7 , 11ème génération jusqu'à 4.2 GHz, 8 Mo de mémoire cache - 32 Go de mémoire - Disque 1 To - Intel Iris Xe Graphics - Wifi - Bluetooth - USB 3.0 - USB 2.0 - USB 3.1 TYPE C - HDMI - Ethernet - Couleur Noir - Garantie 1 an",V3400I5-4G-32,"1 625,000 DT",En stock
PC Portable Dell Vostro 15 3510 / i5 11è Gén / 16 Go / 256 Go SSD / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/61127-pc-portable-dell-vostro-15-3510-i5-11e-gen-16-go-256-go-ssd-noir.html,https://www.tunisianet.com.tn/283489-home/pc-portable-dell-vostro-15-3510-i5-11e-gen-16-go-256-go-ssd-noir.jpg,"Ecran 15.6"" HD LED - Processeur Intel Core i5-1135G7, Up to 4.2 GHz 8 Mo de mémoire cache - Mémoire 16 Go - Disque SSD 256 Go M.2 NVMe - Intel UHD Graphics - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Garantie 1 an",814516-3510-16,"1 629,000 DT",En stock
PC Portable MSI Modern A10M / i3 10é Gen / 24 Go / Urban Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/60074-pc-portable-msi-modern-a10m-i3-10e-gen-24-go-urban-silver.html,https://www.tunisianet.com.tn/277220-home/pc-portable-msi-modern-a10m-i3-10e-gen-24-go-urban-silver.jpg,"Écran 15.6"" Full HD IPS - Processeur Intel Core i3-10110U, up to 4.1 Ghz, 4 Mo de cache - Mémoire 24 Go  - Disque 256 Go SSD - Carte graphique Intel UHD Graphics - Wifi - Bluetooth 5.0 - USB 3.2 Type C - USB 3.2 - HDMI - Lecteur de cartes - Jack Audio Combo - Webcam - Couleur Urban Silver - Clavier rétroéclairé Blanc - Garantie 2 ans",MODERN15-651XF-24,"1 629,000 DT",En stock
Pc portable Lenovo IdeaPad 3 15ITL05 / i5 11è Gén / 8 Go / Bleu,https://www.tunisianet.com.tn/pc-portable-tunisie/55542-pc-portable-lenovo-ideapad-3-15itl05-i5-11e-gen-8-go-bleu.html,https://www.tunisianet.com.tn/243642-home/pc-portable-lenovo-ideapad-3-15itl05-i5-11e-gen-8-go-bleu.jpg,"Ecran 15.6"" LED Full HD - Processeur Intel i5-1135G7, 11è Génération, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - C arte graphique Intel Iris Xe Graphics - Webcam HD - 2x USB 3.2 Gen 1 - HDMI - Lecteur de cartes - Wifi - Bluetooth 5.0 -  Garantie 1 an",81X700A6FE,"1 634,000 DT",En stock
PC Portable Dell Vostro 3400 / i5 11è Gén / 24 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/57937-pc-portable-dell-vostro-3400-i5-11e-gen-24-go-noir.html,https://www.tunisianet.com.tn/276494-home/pc-portable-dell-vostro-3400-i5-11e-gen-24-go-noir.jpg,"Ecran Full HD 14"" - Processeur Intel Core i5- 1135G7 , 11ème génération jusqu'à 4.2 GHz, 8 Mo de mémoire cache - 24 Go de mémoire - Disque 1 To - Intel Iris Xe Graphics - Wifi - Bluetooth - USB 3.0 - USB 2.0 - USB 3.1 TYPE C - HDMI - Ethernet - Couleur Noir - Garantie 1 an",V3400I5-24,"1 648,000 DT",En stock
PC Portable HP 255 G8 / Ryzen 5 3500U / 24 Go / Noir + Sacoche HP Prelude Gris offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/60248-pc-portable-hp-255-g8-ryzen-5-3500u-24-go-noir-sacoche-hp-prelude-gris-offerte.html,https://www.tunisianet.com.tn/278638-home/pc-portable-hp-255-g8-ryzen-5-3500u-24-go-noir-sacoche-hp-prelude-gris-offerte.jpg,"Ecran 15.6"" FHD - Processeur AMD Ryzen 5 3500U, up to 3.7 Ghz, 4 Mo de cache - 24 Go de mémoire - Disque 1 To - Intel UHD Graphics - Wifi - Bluetooth - USB Type C - 2x USB Jusqu'à 5Gbps - HDMI - RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur Noir - Garantie 1 an + Sacoche HP Prelude Gris offerte",32P04EA-24,"1 648,000 DT",En stock
PC Portable Dell Vostro 15 3510 / i5 11è Gén / 20 Go / 256 Go SSD / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/61128-pc-portable-dell-vostro-15-3510-i5-11e-gen-16-go-256-go-ssd-noir.html,https://www.tunisianet.com.tn/283501-home/pc-portable-dell-vostro-15-3510-i5-11e-gen-16-go-256-go-ssd-noir.jpg,"Ecran 15.6"" HD LED - Processeur Intel Core i5-1135G7, Up to 4.2 GHz 8 Mo de mémoire cache - Mémoire 20 Go - Disque SSD 256 Go M.2 NVMe - Intel UHD Graphics - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Garantie 1 an",814516-3510-20,"1 658,000 DT",En stock
PC Portable Acer Aspire A315 / i5 10é Gén / 16 Go / Rouge,https://www.tunisianet.com.tn/pc-portable-tunisie/57815-pc-portable-acer-aspire-a315-i5-10e-gen-16-go-rouge.html,https://www.tunisianet.com.tn/261115-home/pc-portable-acer-aspire-a315-i5-10e-gen-16-go-rouge.jpg,"Ecran 15.6"" FHD LCD - Processeur Intel Core i5-1035G1, 8é Gén, up to 3.6 GHz , 6 Mo de mémoire cache - Mémoire 16 Go - Disque 1 To - Carte graphique Intel UHD Graphics - Wifi - Bluetooth - U SB 3.0 - 2x USB 2.0 - Couleur Rouge - Garantie 1 an",NX.HS7EF.00P-16,"1 662,000 DT",En stock
Pc Portable Dell Vostro 15 3510 / i3 11è Gén / 32 Go / 256 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/55205-pc-portable-dell-vostro-15-3510-i3-11e-gen-32-go-256-go-ssd.html,https://www.tunisianet.com.tn/241383-home/pc-portable-dell-vostro-15-3510-i3-11e-gen-32-go-256-go-ssd.jpg,"Ecran 15.6"" HD LED - Processeur Intel Core i3-1115G4, up to 4.1 GHz, 6 Mo de mémoire cache - Mémoire 32 Go - Disque SSD 256 Go - Carte graphique Intel UHD Graphics - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Couleur Noir Carbon - Garantie 1 an",735866-3510-32,"1 664,000 DT",En stock
PC Portable Acer Aspire A315 / i5 10é Gén / 20 Go / Rouge,https://www.tunisianet.com.tn/pc-portable-tunisie/56453-pc-portable-acer-aspire-a315-i5-10e-gen-20-go-rouge.html,https://www.tunisianet.com.tn/250512-home/pc-portable-acer-aspire-a315-i5-10e-gen-20-go-rouge.jpg,"Ecran 15.6"" FHD LCD - Processeur Intel Core i5-1035G1, 8é Gén, up to 3.6 GHz , 6 Mo de mémoire cache - Mémoire 20 Go - Disque 1 To - Carte graphique Intel UHD Graphics - Wifi - Bluetooth - U SB 3.0 - 2x USB 2.0 - Couleur Rouge - Garantie 1 an",NX.HS7EF.00P-20,"1 698,000 DT",En stock
PC Portable Acer Aspire 3 A315 / i5 10é Gén / 20 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/57813-pc-portable-acer-aspire-3-a315-i5-10e-gen-20-go-noir.html,https://www.tunisianet.com.tn/261106-home/pc-portable-acer-aspire-3-a315-i5-10e-gen-20-go-noir.jpg,"Ecran 15.6"" FHD LED - Processeur Intel Core i5- 1035G1 , 10é Gén, up to 3.7 GHz , 6 Mo de mémoire cache - Mémoire 20 Go - Disque 1 To - Carte graphique Intel UHD Graphics - Wifi - Bluetooth - U SB 3.0 - Lecteur de cartes - Autonomie up to 6h - Couleur Noir - Garantie 1 an",NX.HS5EF.01W-20,"1 698,000 DT",En stock
PC Portable Dell Vostro 15 3510 / i5 11è Gén / 24 Go / 256 Go SSD / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/61130-pc-portable-dell-vostro-15-3510-i5-11e-gen-16-go-256-go-ssd-noir.html,https://www.tunisianet.com.tn/283510-home/pc-portable-dell-vostro-15-3510-i5-11e-gen-16-go-256-go-ssd-noir.jpg,"Ecran 15.6"" HD LED - Processeur Intel Core i5-1135G7, Up to 4.2 GHz 8 Mo de mémoire cache - Mémoire 24 Go - Disque SSD 256 Go M.2 NVMe - Intel UHD Graphics - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Garantie 1 an",814516-3510-24,"1 714,000 DT",En stock
PC Portable HP 255 G8 / Ryzen 5 3500U / 32 Go / Noir + Sacoche HP Prelude Gris offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/60249-pc-portable-hp-255-g8-ryzen-5-3500u-32-go-noir-sacoche-hp-prelude-gris-offerte.html,https://www.tunisianet.com.tn/278645-home/pc-portable-hp-255-g8-ryzen-5-3500u-32-go-noir-sacoche-hp-prelude-gris-offerte.jpg,"Ecran 15.6"" FHD - Processeur AMD Ryzen 5 3500U, up to 3.7 Ghz, 4 Mo de cache - 32 Go de mémoire - Disque 1 To - Intel UHD Graphics - Wifi - Bluetooth - USB Type C - 2x USB Jusqu'à 5Gbps - HDMI - RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur Noir - Garantie 1 an + Sacoche HP Prelude Gris offerte",32P04EA-32,"1 728,000 DT",En stock
PC Portable Lenovo IdeaPad 3 15ITL6 / i5 11è Gén / 8 Go / 1 To / Gris,https://www.tunisianet.com.tn/pc-portable-tunisie/59699-pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-8-go-1-to-gris.html,https://www.tunisianet.com.tn/274377-home/pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-8-go-1-to-gris.jpg,"Ecran 15.6"" LED Full HD - Processeur Intel Core i5- 1135G7 , 11ème Gén, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique NVIDIA GeForce MX350, 2 Go de mémoire GDDR5 dédiée - Wifi - Bluetooth 5.0 - Webcam HD avec Micro - HDMI - USB 2.0 - USB 3.2 - USB Type C 3.2 - Lecteur de carte 4 en 1 - Couleur Gris - Garantie 1 an",82H800SXFE,"1 729,000 DT",En stock
PC Portable Lenovo IdeaPad 3 15ITL6 / i5 11è Gén / 8 Go / 1 To / Bleu,https://www.tunisianet.com.tn/pc-portable-tunisie/59696-pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-8-go-1-to-bleu.html,https://www.tunisianet.com.tn/274355-home/pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-8-go-1-to-bleu.jpg,"Ecran 15.6"" LED Full HD - Processeur Intel Core i5- 1135G7 , 11ème Gén, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique NVIDIA GeForce MX350, 2 Go de mémoire GDDR5 dédiée - Wifi - Bluetooth 5.0 - Webcam HD avec Micro - HDMI - USB 2.0 - USB 3.2 - USB Type C 3.2 - Lecteur de carte 4 en 1 - Couleur Bleu - Garantie 1 an",82H800VJFE,"1 729,000 DT",En stock
PC Portable Dell Vostro 3400 / i5 11è Gén / 32 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/57938-pc-portable-dell-vostro-3400-i5-11e-gen-32-go-noir.html,https://www.tunisianet.com.tn/276496-home/pc-portable-dell-vostro-3400-i5-11e-gen-32-go-noir.jpg,"Ecran Full HD 14"" - Processeur Intel Core i5- 1135G7 , 11ème génération jusqu'à 4.2 GHz, 8 Mo de mémoire cache - 32 Go de mémoire - Disque 1 To - Intel Iris Xe Graphics - Wifi - Bluetooth - USB 3.0 - USB 2.0 - USB 3.1 TYPE C - HDMI - Ethernet - Couleur Noir - Garantie 1 an",V3400I5-32,"1 744,000 DT",En stock
PC Portable Lenovo IdeaPad 3 15ITL6 / i5 11è Gén / 8 Go / 1 To / Bleu,https://www.tunisianet.com.tn/pc-portable-tunisie/60938-pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-8-go-1-to-bleu.html,https://www.tunisianet.com.tn/282640-home/pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-8-go-1-to-bleu.jpg,"Ecran 15.6"" LED Full HD - Processeur Intel Core i5- 1135G7 , 11ème Gén, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique NVIDIA GeForce MX350, 2 Go de mémoire GDDR5 dédiée - Wifi - Bluetooth 5.0 - Webcam HD avec Micro - HDMI - USB 2.0 - USB 3.2 - USB Type C 3.2 - Lecteur de carte 4 en 1 - Couleur Bleu - Windows 11 - Garantie 1 an",82H8020XFG,"1 745,000 DT",En stock
PC Portable Lenovo IdeaPad 3 15ITL6 / i5 11è Gén / 8 Go / 1 To / Gris,https://www.tunisianet.com.tn/pc-portable-tunisie/60937-pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-8-go-1-to-gris.html,https://www.tunisianet.com.tn/282635-home/pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-8-go-1-to-gris.jpg,"Ecran 15.6"" LED Full HD - Processeur Intel Core i5- 1135G7 , 11ème Gén, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique NVIDIA GeForce MX350, 2 Go de mémoire GDDR5 dédiée - Wifi - Bluetooth 5.0 - Webcam HD avec Micro - HDMI - USB 2.0 - USB 3.2 - USB Type C 3.2 - Lecteur de carte 4 en 1 - Couleur Gris - Windows 11 - Garantie 1 an",82H8020YFG,"1 745,000 DT",En stock
PC Portable Dell Vostro 3510 / i5-1135G7 / 4 Go / MX350 2G,https://www.tunisianet.com.tn/pc-portable-tunisie/57914-pc-portable-dell-vostro-3510-i5-1135g7-4-go-mx350-2g.html,https://www.tunisianet.com.tn/261900-home/pc-portable-dell-vostro-3510-i5-1135g7-4-go-mx350-2g.jpg,"Ecran 15.6"" HD LED - Processeur Intel Core i5- 1135G7 , up to 4.2 GHz, 8 Mo de mémoire cache - Mémoire 4 Go - Disque SSD 256 Go - Carte graphique Nvidea GeForce MX350, 2 Go de mémoire dédiée - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Couleur Noir - Garantie 1 an",N8022VN3510EMEA01,"1 749,000 DT",En stock
PC Portable Acer EXTENSA 15 / i5 11è Gén / 8 Go / MX350 2G,https://www.tunisianet.com.tn/pc-portable-tunisie/59593-pc-portable-acer-extensa-15-i5-11e-gen-8-go-mx350-2g.html,https://www.tunisianet.com.tn/273792-home/pc-portable-acer-extensa-15-i5-11e-gen-8-go-mx350-2g.jpg,"Ecran 15.6"" FHD IPS - Processeur Intel Core i5-1135G7 , 11è Génération, up to 4.2 GHz , 8 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Nvidia GeForce MX350 , 2 Go de mémoire dédiée - Bluetooth 5.0 - USB 2.0 - 2x USB 3.2 - HDMI - Wifi - Ethernet - Webcam avec micro - Couleur Noir - Garantie 1 an",NX.EGHEF.00D,"1 749,000 DT",En stock
PC Portable Lenovo IdeaPad 3 15ITL6 / i5 11è Gén / 12 Go / 1 To / Bleu,https://www.tunisianet.com.tn/pc-portable-tunisie/59697-pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-12-go-1-to-bleu.html,https://www.tunisianet.com.tn/274361-home/pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-12-go-1-to-bleu.jpg,"Ecran 15.6"" LED Full HD - Processeur Intel Core i5- 1135G7 , 11ème Gén, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique NVIDIA GeForce MX350, 2 Go de mémoire GDDR5 dédiée - Wifi - Bluetooth 5.0 - Webcam HD avec Micro - HDMI - USB 2.0 - USB 3.2 - USB Type C 3.2 - Lecteur de carte 4 en 1 - Couleur Bleu - Garantie 1 an",82H800VJFE-12,"1 783,000 DT",En stock
PC Portable Lenovo IdeaPad 3 15ITL6 / i5 11è Gén / 12 Go / 1 To / Gris,https://www.tunisianet.com.tn/pc-portable-tunisie/59700-pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-12-go-1-to-gris.html,https://www.tunisianet.com.tn/274382-home/pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-12-go-1-to-gris.jpg,"Ecran 15.6"" LED Full HD - Processeur Intel Core i5- 1135G7 , 11ème Gén, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique NVIDIA GeForce MX350, 2 Go de mémoire GDDR5 dédiée - Wifi - Bluetooth 5.0 - Webcam HD avec Micro - HDMI - USB 2.0 - USB 3.2 - USB Type C 3.2 - Lecteur de carte 4 en 1 - Couleur Gris - Garantie 1 an",82H800SXFE-12,"1 789,000 DT",En stock
PC Portable MSI Modern A10M / i3 10é Gen / 32 Go / Urban Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/60075-pc-portable-msi-modern-a10m-i3-10e-gen-32-go-urban-silver.html,https://www.tunisianet.com.tn/277225-home/pc-portable-msi-modern-a10m-i3-10e-gen-32-go-urban-silver.jpg,"Écran 15.6"" Full HD IPS - Processeur Intel Core i3-10110U, up to 4.1 Ghz, 4 Mo de cache - Mémoire 32 Go  - Disque 256 Go SSD - Carte graphique Intel UHD Graphics - Wifi - Bluetooth 5.0 - USB 3.2 Type C - USB 3.2 - HDMI - Lecteur de cartes - Jack Audio Combo - Webcam - Couleur Urban Silver - Clavier rétroéclairé Blanc - Garantie 2 ans",MODERN15-651XF-32,"1 791,000 DT",En stock
PC Portable Dell Vostro 3510 / i5-1135G7 / 8 Go / MX350 2G,https://www.tunisianet.com.tn/pc-portable-tunisie/57957-pc-portable-dell-vostro-3510-i5-1135g7-8-go-mx350-2g.html,https://www.tunisianet.com.tn/262160-home/pc-portable-dell-vostro-3510-i5-1135g7-8-go-mx350-2g.jpg,"Ecran 15.6"" HD LED - Processeur Intel Core i5- 1135G7 , up to 4.2 GHz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque SSD 256 Go - Carte graphique Nvidea GeForce MX350, 2 Go de mémoire dédiée - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Couleur Noir - Garantie 1 an",N8022VN3510EMEA-8,"1 794,000 DT",En stock
